id,field_resource_type,field_subject_name,field_cataloger,field_color_mode,field_contact_info,field_digitized_by,field_extent_archival,field_form,field_form_uri,field_form_authuri,field_genre,field_identifier,field_internet_media_type,field_location_url,field_name_info,field_name_role_name,field_record_change_date,field_record_created,field_record_origin,field_rights_information,field_rights_statement,field_role_1,field_role_2,field_test_attribute,title,field_url_repo_guide,field_image_bit_depth,field_rights_statement_uri,file,parent_id,field_weight,field_member_of,field_access_terms,field_model
lsu-moa-cwd:139,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.114,68.9.114,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,19511,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 40,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_139_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:140,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.115,68.9.115,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1952,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 41,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_140_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:141,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.116,68.9.116,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1953,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 42,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_141_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:142,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.117,68.9.117,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1954,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 43,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_142_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:143,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.118,68.9.118,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1955,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 44,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_143_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:144,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.119,68.9.119,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1956,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 45,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_144_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:145,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.120,68.9.120,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1957,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 46,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_145_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:146,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.121,68.9.121,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1958,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 47,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_146_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:147,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.122,68.9.122,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1959,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 48,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_147_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:148,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.123,68.9.123,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,19510,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 49,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_148_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:149,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.124,68.9.124,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,19511,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 50,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_149_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:150,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.125,68.9.125,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1952,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 51,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_150_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:151,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.126,68.9.126,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1953,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 52,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_151_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:152,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.127,68.9.127,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1954,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 53,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_152_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:153,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.128,68.9.128,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1955,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 54,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_153_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:154,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.129,68.9.129,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1956,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 55,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_154_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:155,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.130,68.9.130,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1957,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 56,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_155_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:156,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.131,68.9.131,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1958,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 57,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_156_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:157,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.132,68.9.132,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1959,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 58,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_157_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:158,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.133,68.9.133,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,19510,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 59,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_158_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:159,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.134,68.9.134,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,19511,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 60,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_159_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:160,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.135,68.9.135,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1952,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 61,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_160_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:161,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.136,68.9.136,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1953,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 62,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_161_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:162,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.137,68.9.137,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1954,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 63,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_162_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:163,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.138,68.9.138,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1955,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 64,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_163_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:164,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.139,68.9.139,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1956,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 65,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_164_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:165,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.140,68.9.140,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1957,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 66,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_165_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:166,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.141,68.9.141,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1958,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 67,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_166_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:167,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.142,68.9.142,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1959,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 68,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_167_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:168,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.143,68.9.143,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,19510,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 69,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_168_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:169,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.144,68.9.144,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,19511,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 70,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_169_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:170,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.145,68.9.145,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1952,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 71,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_170_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:171,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.146,68.9.146,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1953,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 72,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_171_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:172,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.147,68.9.147,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1954,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 73,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_172_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:173,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.148,68.9.148,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1955,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 74,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_173_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:174,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.149,68.9.149,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1956,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 75,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_174_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:175,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,JC,1:01,,,,68.9.150,68.9.150,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1957,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 76,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_175_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:176,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.151,68.9.151,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1958,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 77,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_176_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:177,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,,1:01,,,,68.9.152,68.9.152,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,1959,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 78,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_177_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
lsu-moa-cwd:178,22,"Durieux, Caroline, 1896-1989",,Color,E-mail artmuseum@lsu.edu with questions or comments,PA,1:01,,,,68.9.153,68.9.153,image/jp2,"LSU Museum of Art, Shaw Center for the Arts, Baton Rouge, LA","Louisiana State University (Baton Rouge, La.). Museum of Art",Repository,11/14/2018,8/13/2004,19510,Physical rights are retained by the Louisiana State University Museum of Art. Copyright is retained in accordance with U. S. copyright laws.,,art,Artist,marcrelator,Art piece 79,http://www.lib.lsu.edu/sites/default/files/sc/findaid/d3827.html,36 Bit-depth,,Data/lsu-moa-cwd_178_OBJ.png,lsu-moa-cwd:collection,902,sp_large_image_cmodel,,sp_large_image_cmodel
